=== ECLAT RARE MIXED - RARE ITEMSETS MINING ===
File dữ liệu: accidents.hui
MinRareSupport (minsup): 15.0%
MinFrequentSupport (maxsup): 50.0%
MinSize: 1 items
MaxSize: 5 items
Mode: MIXED (Frequent + Rare Items)
Thời gian bắt đầu: Thu Jun 05 04:18:25 ICT 2025
Output folder: release/EclatRare/
Optimization: BitSet for improved performance

========== ĐỊNH NGHĨA MIXED MODE ==========
- Rare Item: MRT < Support(X) <= MFT
- Frequent Item: Support(X) > MFT
- Infrequent Item: Support(X) <= MRT
- Rare ItemSet: MRT < Support(Pattern) <= MFT AND có ít nhất 1 rare item
- Kích thước itemset: 1 <= size <= 5
- Chấp nhận patterns chứa cả frequent và rare items

========== DATABASE INFO ==========
Số lượng giao dịch: 340183

========== MIXED RARE ITEMSETS ==========
Tìm itemsets với support trong khoảng (15.0%, 50.0%]
Kích thước itemset: 1 <= size <= 5
Điều kiện: Pattern có ít nhất 1 rare item
Mode: MIXED (chấp nhận cả frequent và rare items)
Optimization: BitSet for improved performance

--- 1-itemsets HIẾM (MIXED) ---
2  #SUP: 53313 (15.67%)
23 29 31 41 59  #SUP: 51626 (15.18%)
26 27 28 29 31  #SUP: 52803 (15.52%)
26 27 28 31 43  #SUP: 52086 (15.31%)
26 27 29 31 41  #SUP: 58278 (17.13%)
26 27 29 31 43  #SUP: 59206 (17.40%)
26 27 29 31 59  #SUP: 55648 (16.36%)
26 27 29 41 43  #SUP: 52196 (15.34%)
26 27 31 41 43  #SUP: 56848 (16.71%)
26 27 31 41 59  #SUP: 55935 (16.44%)
26 27 31 43 59  #SUP: 55797 (16.40%)
26 27 41 43 59  #SUP: 51200 (15.05%)
26 28 29 31 41  #SUP: 52925 (15.56%)
26 28 29 31 43  #SUP: 54275 (15.95%)
26 28 31 41 43  #SUP: 52222 (15.35%)
26 28 31 43 59  #SUP: 51206 (15.05%)
26 29 31 41 43  #SUP: 58728 (17.26%)
26 29 31 41 59  #SUP: 57351 (16.86%)
26 29 31 43 59  #SUP: 57316 (16.85%)
26 29 41 43 59  #SUP: 52338 (15.39%)
26 31 41 43 59  #SUP: 57363 (16.86%)
30 31 41 43 59  #SUP: 59902 (17.61%)

========== TỔNG KẾT ==========
Tổng số mixed rare itemsets tìm được: 1233
Kích thước: 1 đến 5 items
Thuật toán: ECLAT Rare Mixed Mode
Định nghĩa: MRT < Support(Pattern) <= MFT AND có ít nhất 1 rare item
Optimization: BitSet for memory and speed improvements
Output folder: release/EclatRare/

========== THÔNG TIN HIỆU SUẤT ==========
Thuật toán: ECLAT Rare Mixed Mode
Tổng thời gian thực thi: 00:08.006 (phút:giây.mili giây) [8006 ms]
Bộ nhớ tối đa sử dụng: 249.76 MB
Kích thước itemset: 1 đến 5 items
Mode: MIXED (Frequent + Rare Items)
Optimization: BitSet for tidset operations
Thời gian kết thúc: Thu Jun 05 04:18:33 ICT 2025
Output folder: release/EclatRare/
Định nghĩa: MRT < Support(Pattern) <= MFT AND có ít nhất 1 rare item

========== TỐI ƯU ÁP DỤNG ==========
1. BitSet Optimization: 50-95% memory reduction vs HashSet
2. Efficient Intersection: Fast bitwise AND operations
3. Cache-Friendly Layout: Compact memory representation
4. Mixed Mode Support: Both frequent and rare items
5. Size Constraints: Pattern length filtering [1, 5]
6. Lexicographic Ordering: Avoid duplicate generation
7. Early Termination: Skip low-support candidates
