=== RP-GROWTH MIXED - RARE PATTERN MINING ===
File dữ liệu: accidents.hui
MinRareSupport (minsup): 15.0%
MinFrequentSupport (maxsup): 50.0%
MinSize: 1 items
MaxSize: 4 items
Mode: MIXED (Frequent + Rare Items)
Thời gian bắt đầu: Thu Jun 05 10:37:15 ICT 2025
Output folder: release/RPGrowth/

========== ĐỊNH NGHĨA MIXED MODE ==========
- Rare Item: MRT < Support(X) <= MFT
- Frequent Item: Support(X) > MFT
- Infrequent Item: Support(X) <= MRT
- Rare ItemSet: MRT < Support(Pattern) <= MFT AND có ít nhất 1 rare item
- Kích thước itemset: 1 <= size <= 4
- Chấp nhận patterns chứa cả frequent và rare items

========== MIXED RARE ITEMSETS ==========
Tìm itemsets với support trong khoảng (15.0%, 50.0%]
Kích thước itemset: 1 <= size <= 4
Điều kiện: Pattern có ít nhất 1 rare item
Mode: MIXED (chấp nhận cả frequent và rare items)

========== DATABASE INFO ==========
Số lượng giao dịch: 340183

--- 1-itemsets HIẾM (MIXED) ---
72  #SUP: 51926 (15.26%)
1 24 31 60  #SUP: 65560 (19.27%)
1 16 24 60  #SUP: 66114 (19.43%)
1 12 24 60  #SUP: 66937 (19.68%)
1 18 24 60  #SUP: 67036 (19.71%)
1 17 24 60  #SUP: 67095 (19.72%)
1 15 29 60  #SUP: 51345 (15.09%)
1 15 24 60  #SUP: 56730 (16.68%)
1 15 27 60  #SUP: 59231 (17.41%)
1 15 43 60  #SUP: 60362 (17.74%)
1 15 21 60  #SUP: 60821 (17.88%)
1 15 31 60  #SUP: 66590 (19.57%)
1 15 16 60  #SUP: 67531 (19.85%)
1 12 15 60  #SUP: 68237 (20.06%)
1 15 17 60  #SUP: 68255 (20.06%)
1 15 18 60  #SUP: 68372 (20.10%)
1 29 41 60  #SUP: 53449 (15.71%)
1 24 41 60  #SUP: 57005 (16.76%)
1 15 41 60  #SUP: 58212 (17.11%)
1 28 41 60  #SUP: 59244 (17.42%)
1 27 41 60  #SUP: 59337 (17.44%)
1 41 43 60  #SUP: 60758 (17.86%)
1 21 41 60  #SUP: 61172 (17.98%)
1 31 41 60  #SUP: 66905 (19.67%)
1 16 41 60  #SUP: 67500 (19.84%)
1 17 41 60  #SUP: 68265 (20.07%)
1 12 41 60  #SUP: 68268 (20.07%)
1 18 41 60  #SUP: 68451 (20.12%)
1 27 29 60  #SUP: 52877 (15.54%)
1 27 43 60  #SUP: 61198 (17.99%)
1 21 27 60  #SUP: 67067 (19.71%)
1 27 31 60  #SUP: 67902 (19.96%)
1 16 27 60  #SUP: 68672 (20.19%)
1 12 27 60  #SUP: 69343 (20.38%)
1 17 27 60  #SUP: 69445 (20.41%)
1 18 27 60  #SUP: 69533 (20.44%)
1 28 29 60  #SUP: 52074 (15.31%)
1 24 28 60  #SUP: 58399 (17.17%)
1 15 28 60  #SUP: 59139 (17.38%)
1 27 28 60  #SUP: 59487 (17.49%)
1 21 28 60  #SUP: 61439 (18.06%)
1 28 43 60  #SUP: 61777 (18.16%)
1 28 31 60  #SUP: 67981 (19.98%)
1 16 28 60  #SUP: 68884 (20.25%)
1 12 28 60  #SUP: 69820 (20.52%)
1 17 28 60  #SUP: 69841 (20.53%)
1 18 28 60  #SUP: 69880 (20.54%)
1 29 43 60  #SUP: 53682 (15.78%)
1 21 43 60  #SUP: 63465 (18.66%)
1 31 43 60  #SUP: 69461 (20.42%)
1 16 43 60  #SUP: 70389 (20.69%)
1 12 43 60  #SUP: 71160 (20.92%)
1 17 43 60  #SUP: 71176 (20.92%)
1 18 43 60  #SUP: 71328 (20.97%)
1 21 31 60  #SUP: 70227 (20.64%)
1 16 21 60  #SUP: 70887 (20.84%)
1 17 21 60  #SUP: 71718 (21.08%)
1 12 21 60  #SUP: 71740 (21.09%)
1 18 21 60  #SUP: 71815 (21.11%)
1 16 31 60  #SUP: 77519 (22.79%)
1 12 31 60  #SUP: 78427 (23.05%)
1 17 31 60  #SUP: 78497 (23.07%)
1 18 31 60  #SUP: 78553 (23.09%)
1 12 16 60  #SUP: 79490 (23.37%)
1 16 17 60  #SUP: 79515 (23.37%)
1 16 18 60  #SUP: 79600 (23.40%)
1 12 17 60  #SUP: 80414 (23.64%)
1 12 18 60  #SUP: 80495 (23.66%)
1 17 18 60  #SUP: 80594 (23.69%)
21 29 59 60  #SUP: 59404 (17.46%)
29 31 59 60  #SUP: 63731 (18.73%)
16 29 59 60  #SUP: 64159 (18.86%)
12 29 59 60  #SUP: 64953 (19.09%)
17 29 59 60  #SUP: 65057 (19.12%)
18 29 59 60  #SUP: 65125 (19.14%)
25 29 59 60  #SUP: 52014 (15.29%)
24 25 59 60  #SUP: 55046 (16.18%)
15 25 59 60  #SUP: 56449 (16.59%)
25 27 59 60  #SUP: 56781 (16.69%)
25 41 59 60  #SUP: 58405 (17.17%)
25 28 59 60  #SUP: 58525 (17.20%)
21 25 59 60  #SUP: 58801 (17.29%)
25 43 59 60  #SUP: 60645 (17.83%)
25 31 59 60  #SUP: 65060 (19.13%)
16 25 59 60  #SUP: 65891 (19.37%)
12 25 59 60  #SUP: 66507 (19.55%)
17 25 59 60  #SUP: 66664 (19.60%)
18 25 59 60  #SUP: 66700 (19.61%)
24 29 59 60  #SUP: 53331 (15.68%)
24 27 59 60  #SUP: 58167 (17.10%)
21 24 59 60  #SUP: 60041 (17.65%)
24 43 59 60  #SUP: 61070 (17.95%)
24 31 59 60  #SUP: 66147 (19.44%)
16 24 59 60  #SUP: 66376 (19.51%)
12 24 59 60  #SUP: 67149 (19.74%)
18 24 59 60  #SUP: 67305 (19.78%)
17 24 59 60  #SUP: 67323 (19.79%)
15 29 59 60  #SUP: 54377 (15.98%)
15 24 59 60  #SUP: 56501 (16.61%)
15 27 59 60  #SUP: 60822 (17.88%)
15 21 59 60  #SUP: 62253 (18.30%)
15 43 59 60  #SUP: 62688 (18.43%)
15 31 59 60  #SUP: 67826 (19.94%)
15 16 59 60  #SUP: 68630 (20.17%)
12 15 59 60  #SUP: 69210 (20.34%)
15 17 59 60  #SUP: 69335 (20.38%)
15 18 59 60  #SUP: 69464 (20.42%)
28 29 59 60  #SUP: 55013 (16.17%)
24 28 59 60  #SUP: 57829 (17.00%)
15 28 59 60  #SUP: 59324 (17.44%)
27 28 59 60  #SUP: 60736 (17.85%)
21 28 59 60  #SUP: 62526 (18.38%)
28 43 59 60  #SUP: 63751 (18.74%)
28 31 59 60  #SUP: 68779 (20.22%)
16 28 59 60  #SUP: 69527 (20.44%)
12 28 59 60  #SUP: 70434 (20.70%)
17 28 59 60  #SUP: 70536 (20.73%)
18 28 59 60  #SUP: 70564 (20.74%)
27 29 59 60  #SUP: 56696 (16.67%)
27 43 59 60  #SUP: 64984 (19.10%)
21 27 59 60  #SUP: 69363 (20.39%)
27 31 59 60  #SUP: 70577 (20.75%)
16 27 59 60  #SUP: 71158 (20.92%)
12 27 59 60  #SUP: 71818 (21.11%)
17 27 59 60  #SUP: 71953 (21.15%)
18 27 59 60  #SUP: 71985 (21.16%)
29 41 59 60  #SUP: 57597 (16.93%)
24 41 59 60  #SUP: 59293 (17.43%)
15 41 59 60  #SUP: 61265 (18.01%)
28 41 59 60  #SUP: 62094 (18.25%)
27 41 59 60  #SUP: 63942 (18.80%)
21 41 59 60  #SUP: 65714 (19.32%)
41 43 59 60  #SUP: 65772 (19.33%)
31 41 59 60  #SUP: 71380 (20.98%)
16 41 59 60  #SUP: 71967 (21.16%)
12 41 59 60  #SUP: 72738 (21.38%)
17 41 59 60  #SUP: 72796 (21.40%)
18 41 59 60  #SUP: 72963 (21.45%)
21 31 59 60  #SUP: 72751 (21.39%)
16 21 59 60  #SUP: 73189 (21.51%)
12 21 59 60  #SUP: 74011 (21.76%)
17 21 59 60  #SUP: 74069 (21.77%)
18 21 59 60  #SUP: 74200 (21.81%)
29 43 59 60  #SUP: 58757 (17.27%)
21 43 59 60  #SUP: 67134 (19.73%)
31 43 59 60  #SUP: 72880 (21.42%)
16 43 59 60  #SUP: 73606 (21.64%)
12 43 59 60  #SUP: 74424 (21.88%)
17 43 59 60  #SUP: 74488 (21.90%)
18 43 59 60  #SUP: 74540 (21.91%)
16 31 59 60  #SUP: 79583 (23.39%)
12 31 59 60  #SUP: 80451 (23.65%)
17 31 59 60  #SUP: 80598 (23.69%)
18 31 59 60  #SUP: 80637 (23.70%)
12 16 59 60  #SUP: 81230 (23.88%)
16 17 59 60  #SUP: 81407 (23.93%)
16 18 59 60  #SUP: 81465 (23.95%)
12 17 59 60  #SUP: 82265 (24.18%)
12 18 59 60  #SUP: 82300 (24.19%)
17 18 59 60  #SUP: 82476 (24.24%)
21 25 29 60  #SUP: 54625 (16.06%)
25 29 31 60  #SUP: 59001 (17.34%)
16 25 29 60  #SUP: 59376 (17.45%)
12 25 29 60  #SUP: 60134 (17.68%)
18 25 29 60  #SUP: 60205 (17.70%)
17 25 29 60  #SUP: 60224 (17.70%)
24 25 27 60  #SUP: 56284 (16.55%)
21 24 25 60  #SUP: 58364 (17.16%)
24 25 43 60  #SUP: 59939 (17.62%)
24 25 31 60  #SUP: 65243 (19.18%)
16 24 25 60  #SUP: 66127 (19.44%)
12 24 25 60  #SUP: 66933 (19.68%)
18 24 25 60  #SUP: 67016 (19.70%)
17 24 25 60  #SUP: 67138 (19.74%)
25 29 41 60  #SUP: 52630 (15.47%)
24 25 41 60  #SUP: 55763 (16.39%)
15 25 41 60  #SUP: 57871 (17.01%)
25 27 41 60  #SUP: 58354 (17.15%)
25 28 41 60  #SUP: 59752 (17.56%)
21 25 41 60  #SUP: 60151 (17.68%)
25 41 43 60  #SUP: 61019 (17.94%)
25 31 41 60  #SUP: 66743 (19.62%)
16 25 41 60  #SUP: 67490 (19.84%)
12 25 41 60  #SUP: 68292 (20.08%)
17 25 41 60  #SUP: 68326 (20.09%)
18 25 41 60  #SUP: 68390 (20.10%)
15 24 25 60  #SUP: 56361 (16.57%)
15 25 27 60  #SUP: 59520 (17.50%)
15 21 25 60  #SUP: 61062 (17.95%)
15 25 43 60  #SUP: 61667 (18.13%)
15 25 31 60  #SUP: 67354 (19.80%)
15 16 25 60  #SUP: 68540 (20.15%)
12 15 25 60  #SUP: 69366 (20.39%)
15 18 25 60  #SUP: 69492 (20.43%)
15 17 25 60  #SUP: 69541 (20.44%)
25 27 29 60  #SUP: 51902 (15.26%)
25 27 43 60  #SUP: 61953 (18.21%)
21 25 27 60  #SUP: 67440 (19.82%)
25 27 31 60  #SUP: 68052 (20.00%)
16 25 27 60  #SUP: 69265 (20.36%)
12 25 27 60  #SUP: 69995 (20.58%)
18 25 27 60  #SUP: 70164 (20.63%)
17 25 27 60  #SUP: 70192 (20.63%)
25 28 29 60  #SUP: 52509 (15.44%)
24 25 28 60  #SUP: 58791 (17.28%)
25 27 28 60  #SUP: 60426 (17.76%)
15 25 28 60  #SUP: 60572 (17.81%)
21 25 28 60  #SUP: 62420 (18.35%)
25 28 43 60  #SUP: 64037 (18.82%)
25 28 31 60  #SUP: 69723 (20.50%)
16 25 28 60  #SUP: 70944 (20.85%)
12 25 28 60  #SUP: 71997 (21.16%)
18 25 28 60  #SUP: 72037 (21.18%)
17 25 28 60  #SUP: 72094 (21.19%)
21 25 31 60  #SUP: 70459 (20.71%)
16 21 25 60  #SUP: 71505 (21.02%)
12 21 25 60  #SUP: 72473 (21.30%)
17 21 25 60  #SUP: 72503 (21.31%)
18 21 25 60  #SUP: 72530 (21.32%)
25 29 43 60  #SUP: 53927 (15.85%)
21 25 43 60  #SUP: 64275 (18.89%)
25 31 43 60  #SUP: 70976 (20.86%)
16 25 43 60  #SUP: 72331 (21.26%)
12 25 43 60  #SUP: 73194 (21.52%)
18 25 43 60  #SUP: 73295 (21.55%)
17 25 43 60  #SUP: 73296 (21.55%)
16 25 31 60  #SUP: 78852 (23.18%)
12 25 31 60  #SUP: 79770 (23.45%)
18 25 31 60  #SUP: 79866 (23.48%)
17 25 31 60  #SUP: 79934 (23.50%)
12 16 25 60  #SUP: 81419 (23.93%)
16 17 25 60  #SUP: 81511 (23.96%)
16 18 25 60  #SUP: 81552 (23.97%)
12 17 25 60  #SUP: 82477 (24.24%)
12 18 25 60  #SUP: 82556 (24.27%)
17 18 25 60  #SUP: 82644 (24.29%)
21 24 29 60  #SUP: 57521 (16.91%)
16 24 29 60  #SUP: 61634 (18.12%)
24 29 31 60  #SUP: 61744 (18.15%)
12 24 29 60  #SUP: 62659 (18.42%)
18 24 29 60  #SUP: 62761 (18.45%)
17 24 29 60  #SUP: 62852 (18.48%)
24 27 29 60  #SUP: 54988 (16.16%)
24 27 43 60  #SUP: 63567 (18.69%)
21 24 27 60  #SUP: 69638 (20.47%)
24 27 31 60  #SUP: 70418 (20.70%)
16 24 27 60  #SUP: 71056 (20.89%)
12 24 27 60  #SUP: 71999 (21.16%)
18 24 27 60  #SUP: 72194 (21.22%)
17 24 27 60  #SUP: 72311 (21.26%)
24 29 43 60  #SUP: 55852 (16.42%)
21 24 43 60  #SUP: 65700 (19.31%)
24 31 43 60  #SUP: 72102 (21.20%)
16 24 43 60  #SUP: 72784 (21.40%)
12 24 43 60  #SUP: 73875 (21.72%)
18 24 43 60  #SUP: 73948 (21.74%)
17 24 43 60  #SUP: 74034 (21.76%)
21 24 31 60  #SUP: 72644 (21.35%)
16 21 24 60  #SUP: 73177 (21.51%)
12 21 24 60  #SUP: 74322 (21.85%)
18 21 24 60  #SUP: 74358 (21.86%)
17 21 24 60  #SUP: 74464 (21.89%)
16 24 31 60  #SUP: 80175 (23.57%)
12 24 31 60  #SUP: 81338 (23.91%)
18 24 31 60  #SUP: 81403 (23.93%)
17 24 31 60  #SUP: 81555 (23.97%)
12 16 24 60  #SUP: 82244 (24.18%)
16 18 24 60  #SUP: 82344 (24.21%)
16 17 24 60  #SUP: 82415 (24.23%)
12 17 24 60  #SUP: 83603 (24.58%)
12 18 24 60  #SUP: 83542 (24.56%)
17 18 24 60  #SUP: 83704 (24.61%)
21 29 41 60  #SUP: 63305 (18.61%)
29 31 41 60  #SUP: 67207 (19.76%)
16 29 41 60  #SUP: 67320 (19.79%)
12 29 41 60  #SUP: 68307 (20.08%)
17 29 41 60  #SUP: 68396 (20.11%)
18 29 41 60  #SUP: 68497 (20.14%)
24 29 41 60  #SUP: 55209 (16.23%)
24 27 41 60  #SUP: 60839 (17.88%)
24 41 43 60  #SUP: 62313 (18.32%)
21 24 41 60  #SUP: 62581 (18.40%)
24 31 41 60  #SUP: 68851 (20.24%)
16 24 41 60  #SUP: 69047 (20.30%)
12 24 41 60  #SUP: 69999 (20.58%)
18 24 41 60  #SUP: 70131 (20.62%)
17 24 41 60  #SUP: 70154 (20.62%)
15 29 41 60  #SUP: 57371 (16.86%)
15 24 41 60  #SUP: 58760 (17.27%)
15 41 43 60  #SUP: 64693 (19.02%)
15 27 41 60  #SUP: 64739 (19.03%)
15 21 41 60  #SUP: 65911 (19.38%)
15 31 41 60  #SUP: 71760 (21.09%)
15 16 41 60  #SUP: 72448 (21.30%)
12 15 41 60  #SUP: 73208 (21.52%)
15 17 41 60  #SUP: 73328 (21.56%)
15 18 41 60  #SUP: 73428 (21.58%)
28 29 41 60  #SUP: 57767 (16.98%)
24 28 41 60  #SUP: 60065 (17.66%)
15 28 41 60  #SUP: 62421 (18.35%)
27 28 41 60  #SUP: 64294 (18.90%)
28 41 43 60  #SUP: 65611 (19.29%)
21 28 41 60  #SUP: 65934 (19.38%)
28 31 41 60  #SUP: 72523 (21.32%)
16 28 41 60  #SUP: 73076 (21.48%)
12 28 41 60  #SUP: 74234 (21.82%)
17 28 41 60  #SUP: 74275 (21.83%)
18 28 41 60  #SUP: 74344 (21.85%)
27 29 41 60  #SUP: 60910 (17.91%)
27 41 43 60  #SUP: 67374 (19.81%)
21 27 41 60  #SUP: 74125 (21.79%)
27 31 41 60  #SUP: 75127 (22.08%)
16 27 41 60  #SUP: 75583 (22.22%)
12 27 41 60  #SUP: 76530 (22.50%)
17 27 41 60  #SUP: 76632 (22.53%)
18 27 41 60  #SUP: 76647 (22.53%)
29 41 43 60  #SUP: 60301 (17.73%)
21 41 43 60  #SUP: 69320 (20.38%)
31 41 43 60  #SUP: 75373 (22.16%)
16 41 43 60  #SUP: 76013 (22.34%)
12 41 43 60  #SUP: 77000 (22.63%)
17 41 43 60  #SUP: 77001 (22.64%)
18 41 43 60  #SUP: 77155 (22.68%)
21 31 41 60  #SUP: 77085 (22.66%)
16 21 41 60  #SUP: 77378 (22.75%)
17 21 41 60  #SUP: 78474 (23.07%)
12 21 41 60  #SUP: 78475 (23.07%)
18 21 41 60  #SUP: 78591 (23.10%)
16 31 41 60  #SUP: 84087 (24.72%)
12 31 41 60  #SUP: 85246 (25.06%)
17 31 41 60  #SUP: 85321 (25.08%)
18 31 41 60  #SUP: 85343 (25.09%)
16 17 41 60  #SUP: 86009 (25.28%)
12 16 41 60  #SUP: 86013 (25.28%)
16 18 41 60  #SUP: 86158 (25.33%)
12 17 41 60  #SUP: 87126 (25.61%)
12 18 41 60  #SUP: 87281 (25.66%)
17 18 41 60  #SUP: 87311 (25.67%)
15 21 29 60  #SUP: 60033 (17.65%)
15 29 31 60  #SUP: 63824 (18.76%)
15 16 29 60  #SUP: 64224 (18.88%)
12 15 29 60  #SUP: 64947 (19.09%)
15 17 29 60  #SUP: 65141 (19.15%)
15 18 29 60  #SUP: 65165 (19.16%)
15 24 29 60  #SUP: 52468 (15.42%)
15 24 27 60  #SUP: 60496 (17.78%)
15 24 43 60  #SUP: 61614 (18.11%)
15 21 24 60  #SUP: 61937 (18.21%)
15 24 31 60  #SUP: 68005 (19.99%)
15 16 24 60  #SUP: 68733 (20.20%)
12 15 24 60  #SUP: 69554 (20.45%)
15 18 24 60  #SUP: 69674 (20.48%)
15 17 24 60  #SUP: 69776 (20.51%)
15 29 43 60  #SUP: 57332 (16.85%)
15 21 43 60  #SUP: 68415 (20.11%)
15 31 43 60  #SUP: 74276 (21.83%)
15 16 43 60  #SUP: 75487 (22.19%)
12 15 43 60  #SUP: 76332 (22.44%)
15 17 43 60  #SUP: 76432 (22.47%)
15 18 43 60  #SUP: 76520 (22.49%)
15 27 29 60  #SUP: 58033 (17.06%)
15 27 43 60  #SUP: 66844 (19.65%)
15 21 27 60  #SUP: 73944 (21.74%)
15 27 31 60  #SUP: 74599 (21.93%)
15 16 27 60  #SUP: 75740 (22.26%)
12 15 27 60  #SUP: 76400 (22.46%)
15 18 27 60  #SUP: 76594 (22.52%)
15 17 27 60  #SUP: 76620 (22.52%)
15 21 31 60  #SUP: 76264 (22.42%)
15 16 21 60  #SUP: 77188 (22.69%)
12 15 21 60  #SUP: 78076 (22.95%)
15 17 21 60  #SUP: 78218 (22.99%)
15 18 21 60  #SUP: 78236 (23.00%)
15 16 31 60  #SUP: 83624 (24.58%)
12 15 31 60  #SUP: 84556 (24.86%)
15 18 31 60  #SUP: 84697 (24.90%)
15 17 31 60  #SUP: 84759 (24.92%)
12 15 16 60  #SUP: 86001 (25.28%)
15 16 17 60  #SUP: 86116 (25.31%)
15 16 18 60  #SUP: 86229 (25.35%)
12 15 17 60  #SUP: 87060 (25.59%)
12 15 18 60  #SUP: 87125 (25.61%)
15 17 18 60  #SUP: 87287 (25.66%)
21 28 29 60  #SUP: 60081 (17.66%)
28 29 31 60  #SUP: 64404 (18.93%)
16 28 29 60  #SUP: 64615 (18.99%)
12 28 29 60  #SUP: 65691 (19.31%)
17 28 29 60  #SUP: 65786 (19.34%)
18 28 29 60  #SUP: 65791 (19.34%)
24 28 29 60  #SUP: 53497 (15.73%)
24 27 28 60  #SUP: 60795 (17.87%)
21 24 28 60  #SUP: 62731 (18.44%)
24 28 43 60  #SUP: 63382 (18.63%)
24 28 31 60  #SUP: 69710 (20.49%)
16 24 28 60  #SUP: 70215 (20.64%)
18 24 28 60  #SUP: 71464 (21.01%)
12 24 28 60  #SUP: 71468 (21.01%)
17 24 28 60  #SUP: 71632 (21.06%)
15 28 29 60  #SUP: 55088 (16.19%)
15 24 28 60  #SUP: 59620 (17.53%)
15 27 28 60  #SUP: 64152 (18.86%)
15 28 43 60  #SUP: 65062 (19.13%)
15 21 28 60  #SUP: 65442 (19.24%)
15 28 31 60  #SUP: 71951 (21.15%)
15 16 28 60  #SUP: 72973 (21.45%)
12 15 28 60  #SUP: 73970 (21.74%)
15 18 28 60  #SUP: 74061 (21.77%)
15 17 28 60  #SUP: 74126 (21.79%)
27 28 29 60  #SUP: 57488 (16.90%)
27 28 43 60  #SUP: 66763 (19.63%)
21 27 28 60  #SUP: 73518 (21.61%)
27 28 31 60  #SUP: 74311 (21.84%)
16 27 28 60  #SUP: 75138 (22.09%)
12 27 28 60  #SUP: 76283 (22.42%)
17 27 28 60  #SUP: 76459 (22.48%)
18 27 28 60  #SUP: 76466 (22.48%)
28 29 43 60  #SUP: 58136 (17.09%)
21 28 43 60  #SUP: 68858 (20.24%)
28 31 43 60  #SUP: 75590 (22.22%)
16 28 43 60  #SUP: 76661 (22.54%)
12 28 43 60  #SUP: 77930 (22.91%)
17 28 43 60  #SUP: 77966 (22.92%)
18 28 43 60  #SUP: 78003 (22.93%)
21 28 31 60  #SUP: 76421 (22.46%)
16 21 28 60  #SUP: 77077 (22.66%)
12 21 28 60  #SUP: 78469 (23.07%)
17 21 28 60  #SUP: 78509 (23.08%)
18 21 28 60  #SUP: 78544 (23.09%)
16 28 31 60  #SUP: 84620 (24.87%)
12 28 31 60  #SUP: 85959 (25.27%)
18 28 31 60  #SUP: 86010 (25.28%)
17 28 31 60  #SUP: 86072 (25.30%)
12 16 28 60  #SUP: 87222 (25.64%)
16 17 28 60  #SUP: 87264 (25.65%)
16 18 28 60  #SUP: 87321 (25.67%)
12 17 28 60  #SUP: 88676 (26.07%)
12 18 28 60  #SUP: 88744 (26.09%)
17 18 28 60  #SUP: 88790 (26.10%)
21 27 29 60  #SUP: 67091 (19.72%)
27 29 31 60  #SUP: 67561 (19.86%)
16 27 29 60  #SUP: 67770 (19.92%)
12 27 29 60  #SUP: 68633 (20.18%)
18 27 29 60  #SUP: 68781 (20.22%)
17 27 29 60  #SUP: 68783 (20.22%)
27 29 43 60  #SUP: 60459 (17.77%)
21 27 43 60  #SUP: 76991 (22.63%)
27 31 43 60  #SUP: 77445 (22.77%)
16 27 43 60  #SUP: 78499 (23.08%)
12 27 43 60  #SUP: 79452 (23.36%)
17 27 43 60  #SUP: 79582 (23.39%)
18 27 43 60  #SUP: 79649 (23.41%)
21 27 31 60  #SUP: 85711 (25.20%)
16 21 27 60  #SUP: 86836 (25.53%)
12 21 27 60  #SUP: 87926 (25.85%)
18 21 27 60  #SUP: 88055 (25.88%)
17 21 27 60  #SUP: 88074 (25.89%)
16 27 31 60  #SUP: 87422 (25.70%)
12 27 31 60  #SUP: 88442 (26.00%)
18 27 31 60  #SUP: 88593 (26.04%)
17 27 31 60  #SUP: 88672 (26.07%)
12 16 27 60  #SUP: 89789 (26.39%)
16 17 27 60  #SUP: 89912 (26.43%)
16 18 27 60  #SUP: 89945 (26.44%)
12 17 27 60  #SUP: 91002 (26.75%)
12 18 27 60  #SUP: 91054 (26.77%)
17 18 27 60  #SUP: 91207 (26.81%)
21 29 43 60  #SUP: 63225 (18.59%)
29 31 43 60  #SUP: 67239 (19.77%)
16 29 43 60  #SUP: 67517 (19.85%)
12 29 43 60  #SUP: 68470 (20.13%)
17 29 43 60  #SUP: 68605 (20.17%)
18 29 43 60  #SUP: 68614 (20.17%)
21 31 43 60  #SUP: 79921 (23.49%)
16 21 43 60  #SUP: 80851 (23.77%)
12 21 43 60  #SUP: 81989 (24.10%)
17 21 43 60  #SUP: 82039 (24.12%)
18 21 43 60  #SUP: 82125 (24.14%)
16 31 43 60  #SUP: 87613 (25.75%)
12 31 43 60  #SUP: 88727 (26.08%)
17 31 43 60  #SUP: 88835 (26.11%)
18 31 43 60  #SUP: 88893 (26.13%)
12 16 43 60  #SUP: 90233 (26.52%)
16 17 43 60  #SUP: 90288 (26.54%)
16 18 43 60  #SUP: 90398 (26.57%)
12 17 43 60  #SUP: 91463 (26.89%)
12 18 43 60  #SUP: 91589 (26.92%)
17 18 43 60  #SUP: 91633 (26.94%)
16 21 31 60  #SUP: 89787 (26.39%)
12 21 31 60  #SUP: 91037 (26.76%)
18 21 31 60  #SUP: 91106 (26.78%)
17 21 31 60  #SUP: 91130 (26.79%)
12 16 21 60  #SUP: 92210 (27.11%)
16 17 21 60  #SUP: 92243 (27.12%)
16 18 21 60  #SUP: 92331 (27.14%)
12 17 21 60  #SUP: 93533 (27.49%)
12 18 21 60  #SUP: 93618 (27.52%)
17 18 21 60  #SUP: 93634 (27.52%)
12 16 31 60  #SUP: 99669 (29.30%)
16 17 31 60  #SUP: 99813 (29.34%)
16 18 31 60  #SUP: 99815 (29.34%)
12 17 31 60  #SUP: 101074 (29.71%)
12 18 31 60  #SUP: 101103 (29.72%)
17 18 31 60  #SUP: 101227 (29.76%)
12 16 17 60  #SUP: 102837 (30.23%)
12 16 18 60  #SUP: 102846 (30.23%)
16 17 18 60  #SUP: 103025 (30.29%)
12 17 18 60  #SUP: 104356 (30.68%)
12 16 26 39  #SUP: 51558 (15.16%)
16 18 26 39  #SUP: 51606 (15.17%)
16 17 26 39  #SUP: 51629 (15.18%)
12 17 26 39  #SUP: 52934 (15.56%)
12 18 26 39  #SUP: 52871 (15.54%)
17 18 26 39  #SUP: 52943 (15.56%)
18 21 23 26  #SUP: 51054 (15.01%)
12 21 23 26  #SUP: 51092 (15.02%)
17 21 23 26  #SUP: 51122 (15.03%)
12 23 26 31  #SUP: 51730 (15.21%)
17 23 26 31  #SUP: 51743 (15.21%)
18 23 26 31  #SUP: 51758 (15.21%)
16 18 23 26  #SUP: 53247 (15.65%)
12 16 23 26  #SUP: 53301 (15.67%)
16 17 23 26  #SUP: 53313 (15.67%)
12 18 23 26  #SUP: 55271 (16.25%)
17 18 23 26  #SUP: 55349 (16.27%)
12 17 23 26  #SUP: 55412 (16.29%)
10 16 26 31  #SUP: 51320 (15.09%)
10 18 26 31  #SUP: 52672 (15.48%)
10 17 26 31  #SUP: 52695 (15.49%)
10 12 26 31  #SUP: 52707 (15.49%)
10 16 17 26  #SUP: 55292 (16.25%)
10 16 18 26  #SUP: 55297 (16.26%)
10 12 16 26  #SUP: 55418 (16.29%)
10 17 18 26  #SUP: 57085 (16.78%)
10 12 18 26  #SUP: 57180 (16.81%)
10 12 17 26  #SUP: 57175 (16.81%)
12 26 27 30  #SUP: 51682 (15.19%)
18 26 27 30  #SUP: 51743 (15.21%)
17 26 27 30  #SUP: 51774 (15.22%)
16 26 29 30  #SUP: 51085 (15.02%)
12 26 29 30  #SUP: 52305 (15.38%)
18 26 29 30  #SUP: 52353 (15.39%)
17 26 29 30  #SUP: 52440 (15.42%)
21 26 30 31  #SUP: 52284 (15.37%)
16 21 26 30  #SUP: 53157 (15.63%)
12 21 26 30  #SUP: 54467 (16.01%)
18 21 26 30  #SUP: 54469 (16.01%)
17 21 26 30  #SUP: 54585 (16.05%)
16 26 30 31  #SUP: 54485 (16.02%)
12 26 30 31  #SUP: 55506 (16.32%)
18 26 30 31  #SUP: 55556 (16.33%)
17 26 30 31  #SUP: 55660 (16.36%)
16 18 26 30  #SUP: 56802 (16.70%)
12 16 26 30  #SUP: 56805 (16.70%)
16 17 26 30  #SUP: 56891 (16.72%)
12 17 26 30  #SUP: 58167 (17.10%)
12 18 26 30  #SUP: 58100 (17.08%)
17 18 26 30  #SUP: 58133 (17.09%)
14 16 26 59  #SUP: 51563 (15.16%)
12 14 26 59  #SUP: 51874 (15.25%)
14 17 26 59  #SUP: 51928 (15.26%)
14 18 26 59  #SUP: 51981 (15.28%)
14 16 26 28  #SUP: 51553 (15.15%)
