=== PREPOST+ - FREQUENT PATTERN MINING ===
File dữ liệu: inputITtree.txt
Minsup tuyệt đối: 0 (dựa trên 12 giao dịch)
Minsup tương đối: 0.0%
Thời gian bắt đầu: Thu May 29 23:12:56 ICT 2025

========== TẤT CẢ CÁC ITEMSET THƯỜNG XUYÊN VỚI MINSUP >= 0 ==========
[1]                            support: 7
[12 10 9 8 6 1]                support: 0
[12 10 7 6 1]                  support: 0
[12 10 9 7 6 1]                support: 0
[12 10 8 7 6 1]                support: 0
[12 10 9 8 7 6 1]              support: 0
[12 10 5 6 1]                  support: 0
[12 10 9 5 6 1]                support: 0
[12 10 8 5 6 1]                support: 0
[12 10 9 8 5 6 1]              support: 0
[12 10 7 5 6 1]                support: 0
[12 10 9 7 5 6 1]              support: 0
[12 10 8 7 5 6 1]              support: 0
[12 10 9 8 7 5 6 1]            support: 0
[12 10 4 1]                    support: 0
[12 10 9 4 1]                  support: 0
[12 10 8 4 1]                  support: 0
[12 10 9 8 4 1]                support: 0
[12 10 7 4 1]                  support: 0
[12 10 9 7 4 1]                support: 0
[12 10 8 7 4 1]                support: 0
[12 10 9 8 7 4 1]              support: 0
[12 10 5 4 1]                  support: 0
[12 10 9 5 4 1]                support: 0
[12 10 8 5 4 1]                support: 0
[12 10 9 8 5 4 1]              support: 0
[12 10 7 5 4 1]                support: 0
[12 10 9 7 5 4 1]              support: 0
[12 10 8 7 5 4 1]              support: 0
[12 10 9 8 7 5 4 1]            support: 0
[12 10 6 4 1]                  support: 0
[12 10 9 6 4 1]                support: 0
[12 10 8 6 4 1]                support: 0
[12 10 9 8 6 4 1]              support: 0
[12 10 7 6 4 1]                support: 0
[12 10 9 7 6 4 1]              support: 0
[12 10 8 7 6 4 1]              support: 0
[12 10 9 8 7 6 4 1]            support: 0
[12 10 5 6 4 1]                support: 0
[12 10 9 5 6 4 1]              support: 0
[12 10 8 5 6 4 1]              support: 0
[12 10 9 8 5 6 4 1]            support: 0
[12 10 7 5 6 4 1]              support: 0
[12 10 9 7 5 6 4 1]            support: 0
[12 10 8 7 5 6 4 1]            support: 0
[12 10 9 8 7 5 6 4 1]          support: 0
[12 10 11 1]                   support: 0
[12 10 9 11 1]                 support: 0
[12 10 8 11 1]                 support: 0
[12 10 9 8 11 1]               support: 0
[12 10 7 11 1]                 support: 0
[12 10 9 7 11 1]               support: 0
[12 10 8 7 11 1]               support: 0
[12 10 9 8 7 11 1]             support: 0
[12 10 5 11 1]                 support: 0
[12 10 9 5 11 1]               support: 0
[12 10 8 5 11 1]               support: 0
[12 10 9 8 5 11 1]             support: 0
[12 10 7 5 11 1]               support: 0
[12 10 9 7 5 11 1]             support: 0
[12 10 8 7 5 11 1]             support: 0
[12 10 9 8 7 5 11 1]           support: 0
[12 10 6 11 1]                 support: 0
[12 10 9 6 11 1]               support: 0
[12 10 8 6 11 1]               support: 0
[12 10 9 8 6 11 1]             support: 0
[12 10 7 6 11 1]               support: 0
[12 10 9 7 6 11 1]             support: 0
[12 10 8 7 6 11 1]             support: 0
[12 10 9 8 7 6 11 1]           support: 0
[12 10 5 6 11 1]               support: 0
[12 10 9 5 6 11 1]             support: 0
[12 10 8 5 6 11 1]             support: 0
[12 10 9 8 5 6 11 1]           support: 0
[12 10 7 5 6 11 1]             support: 0
[12 10 9 7 5 6 11 1]           support: 0
[12 10 8 7 5 6 11 1]           support: 0
[12 10 9 8 7 5 6 11 1]         support: 0
[12 10 4 11 1]                 support: 0
[12 10 9 4 11 1]               support: 0
[12 10 8 4 11 1]               support: 0
[12 10 9 8 4 11 1]             support: 0
[12 10 7 4 11 1]               support: 0
[12 10 9 7 4 11 1]             support: 0
[12 10 8 7 4 11 1]             support: 0
[12 10 9 8 7 4 11 1]           support: 0
[12 10 5 4 11 1]               support: 0
[12 10 9 5 4 11 1]             support: 0
[12 10 8 5 4 11 1]             support: 0
[12 10 9 8 5 4 11 1]           support: 0
[12 10 7 5 4 11 1]             support: 0
[12 10 9 7 5 4 11 1]           support: 0
[12 10 8 7 5 4 11 1]           support: 0
[12 10 9 8 7 5 4 11 1]         support: 0
[12 10 6 4 11 1]               support: 0
[12 10 9 6 4 11 1]             support: 0
[12 10 8 6 4 11 1]             support: 0
[12 10 9 8 6 4 11 1]           support: 0
[12 10 7 6 4 11 1]             support: 0
[12 10 9 7 6 4 11 1]           support: 0
[12 10 8 7 6 4 11 1]           support: 0
[12 10 9 8 7 6 4 11 1]         support: 0
[12 10 5 6 4 11 1]             support: 0
[12 10 9 5 6 4 11 1]           support: 0
[12 10 8 5 6 4 11 1]           support: 0
[12 10 9 8 5 6 4 11 1]         support: 0
[12 10 7 5 6 4 11 1]           support: 0
[12 10 9 7 5 6 4 11 1]         support: 0
[12 10 8 7 5 6 4 11 1]         support: 0
[12 10 9 8 7 5 6 4 11 1]       support: 0
[12 10 3 1]                    support: 0
[12 10 9 3 1]                  support: 0
[12 10 8 3 1]                  support: 0
[12 10 9 8 3 1]                support: 0
[12 10 7 3 1]                  support: 0
[12 10 9 7 3 1]                support: 0
[12 10 8 7 3 1]                support: 0
[12 10 9 8 7 3 1]              support: 0
[12 10 5 3 1]                  support: 0
[12 10 9 5 3 1]                support: 0
[12 10 8 5 3 1]                support: 0
[12 10 9 8 5 3 1]              support: 0
[12 10 7 5 3 1]                support: 0
[12 10 9 7 5 3 1]              support: 0
[12 10 8 7 5 3 1]              support: 0
[12 10 9 8 7 5 3 1]            support: 0
[12 10 6 3 1]                  support: 0
[12 10 9 6 3 1]                support: 0
[12 10 8 6 3 1]                support: 0
[12 10 9 8 6 3 1]              support: 0
[12 10 7 6 3 1]                support: 0
[12 10 9 7 6 3 1]              support: 0
[12 10 8 7 6 3 1]              support: 0
[12 10 9 8 7 6 3 1]            support: 0
[12 10 5 6 3 1]                support: 0
[12 10 9 5 6 3 1]              support: 0
[12 10 8 5 6 3 1]              support: 0
[12 10 9 8 5 6 3 1]            support: 0
[12 10 7 5 6 3 1]              support: 0
[12 10 9 7 5 6 3 1]            support: 0
[12 10 8 7 5 6 3 1]            support: 0
[12 10 9 8 7 5 6 3 1]          support: 0
[12 10 4 3 1]                  support: 0
[12 10 9 4 3 1]                support: 0
[12 10 8 4 3 1]                support: 0
[12 10 9 8 4 3 1]              support: 0
[12 10 7 4 3 1]                support: 0
[12 10 9 7 4 3 1]              support: 0
[12 10 8 7 4 3 1]              support: 0
[12 10 9 8 7 4 3 1]            support: 0
[12 10 5 4 3 1]                support: 0
[12 10 9 5 4 3 1]              support: 0
[12 10 8 5 4 3 1]              support: 0
[12 10 9 8 5 4 3 1]            support: 0
[12 10 7 5 4 3 1]              support: 0
[12 10 9 7 5 4 3 1]            support: 0
[12 10 8 7 5 4 3 1]            support: 0
[12 10 9 8 7 5 4 3 1]          support: 0
[12 10 6 4 3 1]                support: 0
[12 10 9 6 4 3 1]              support: 0
[12 10 8 6 4 3 1]              support: 0
[12 10 9 8 6 4 3 1]            support: 0
[12 10 7 6 4 3 1]              support: 0
[12 10 9 7 6 4 3 1]            support: 0
[12 10 8 7 6 4 3 1]            support: 0
[12 10 9 8 7 6 4 3 1]          support: 0
[12 10 5 6 4 3 1]              support: 0
[12 10 9 5 6 4 3 1]            support: 0
[12 10 8 5 6 4 3 1]            support: 0
[12 10 9 8 5 6 4 3 1]          support: 0
[12 10 7 5 6 4 3 1]            support: 0
[12 10 9 7 5 6 4 3 1]          support: 0
[12 10 8 7 5 6 4 3 1]          support: 0
[12 10 9 8 7 5 6 4 3 1]        support: 0
[12 10 11 3 1]                 support: 0
[12 10 9 11 3 1]               support: 0
[12 10 8 11 3 1]               support: 0
[12 10 9 8 11 3 1]             support: 0
[12 10 7 11 3 1]               support: 0
[12 10 9 7 11 3 1]             support: 0
[12 10 8 7 11 3 1]             support: 0
[12 10 9 8 7 11 3 1]           support: 0
[12 10 5 11 3 1]               support: 0
[12 10 9 5 11 3 1]             support: 0
[12 10 8 5 11 3 1]             support: 0
[12 10 9 8 5 11 3 1]           support: 0
[12 10 7 5 11 3 1]             support: 0
[12 10 9 7 5 11 3 1]           support: 0
[12 10 8 7 5 11 3 1]           support: 0
[12 10 9 8 7 5 11 3 1]         support: 0
[12 10 6 11 3 1]               support: 0
[12 10 9 6 11 3 1]             support: 0
[12 10 8 6 11 3 1]             support: 0
[12 10 9 8 6 11 3 1]           support: 0
[12 10 7 6 11 3 1]             support: 0
[12 10 9 7 6 11 3 1]           support: 0
[12 10 8 7 6 11 3 1]           support: 0
[12 10 9 8 7 6 11 3 1]         support: 0
[12 10 5 6 11 3 1]             support: 0
[12 10 9 5 6 11 3 1]           support: 0
[12 10 8 5 6 11 3 1]           support: 0
[12 10 9 8 5 6 11 3 1]         support: 0
[12 10 7 5 6 11 3 1]           support: 0
[12 10 9 7 5 6 11 3 1]         support: 0
[12 10 8 7 5 6 11 3 1]         support: 0
[12 10 9 8 7 5 6 11 3 1]       support: 0
[12 10 4 11 3 1]               support: 0
[12 10 9 4 11 3 1]             support: 0
[12 10 8 4 11 3 1]             support: 0
[12 10 9 8 4 11 3 1]           support: 0
[12 10 7 4 11 3 1]             support: 0
[12 10 9 7 4 11 3 1]           support: 0
[12 10 8 7 4 11 3 1]           support: 0
[12 10 9 8 7 4 11 3 1]         support: 0
[12 10 5 4 11 3 1]             support: 0
[12 10 9 5 4 11 3 1]           support: 0
[12 10 8 5 4 11 3 1]           support: 0
[12 10 9 8 5 4 11 3 1]         support: 0
[12 10 7 5 4 11 3 1]           support: 0
[12 10 9 7 5 4 11 3 1]         support: 0
[12 10 8 7 5 4 11 3 1]         support: 0
[12 10 9 8 7 5 4 11 3 1]       support: 0
[12 10 6 4 11 3 1]             support: 0
[12 10 9 6 4 11 3 1]           support: 0
[12 10 8 6 4 11 3 1]           support: 0
[12 10 9 8 6 4 11 3 1]         support: 0
[12 10 7 6 4 11 3 1]           support: 0
[12 10 9 7 6 4 11 3 1]         support: 0
[12 10 8 7 6 4 11 3 1]         support: 0
[12 10 9 8 7 6 4 11 3 1]       support: 0
[12 10 5 6 4 11 3 1]           support: 0
[12 10 9 5 6 4 11 3 1]         support: 0
[12 10 8 5 6 4 11 3 1]         support: 0
[12 10 9 8 5 6 4 11 3 1]       support: 0
[12 10 7 5 6 4 11 3 1]         support: 0
[12 10 9 7 5 6 4 11 3 1]       support: 0
[12 10 8 7 5 6 4 11 3 1]       support: 0
[12 10 9 8 7 5 6 4 11 3 1]     support: 0
[12 10 2 1]                    support: 0
[12 10 9 2 1]                  support: 0
[12 10 8 2 1]                  support: 0
[12 10 9 8 2 1]                support: 0
[12 10 7 2 1]                  support: 0
[12 10 9 7 2 1]                support: 0
[12 10 8 7 2 1]                support: 0
[12 10 9 8 7 2 1]              support: 0
[12 10 5 2 1]                  support: 0
[12 10 9 5 2 1]                support: 0
[12 10 8 5 2 1]                support: 0
[12 10 9 8 5 2 1]              support: 0
[12 10 7 5 2 1]                support: 0
[12 10 9 7 5 2 1]              support: 0
[12 10 8 7 5 2 1]              support: 0
[12 10 9 8 7 5 2 1]            support: 0
[12 10 6 2 1]                  support: 0
[12 10 9 6 2 1]                support: 0
[12 10 8 6 2 1]                support: 0
[12 10 9 8 6 2 1]              support: 0
[12 10 7 6 2 1]                support: 0
[12 10 9 7 6 2 1]              support: 0
[12 10 8 7 6 2 1]              support: 0
[12 10 9 8 7 6 2 1]            support: 0
[12 10 5 6 2 1]                support: 0
[12 10 9 5 6 2 1]              support: 0
[12 10 8 5 6 2 1]              support: 0
[12 10 9 8 5 6 2 1]            support: 0
[12 10 7 5 6 2 1]              support: 0
[12 10 9 7 5 6 2 1]            support: 0
[12 10 8 7 5 6 2 1]            support: 0
[12 10 9 8 7 5 6 2 1]          support: 0
[12 10 4 2 1]                  support: 0
[12 10 9 4 2 1]                support: 0
[12 10 8 4 2 1]                support: 0
[12 10 9 8 4 2 1]              support: 0
[12 10 7 4 2 1]                support: 0
[12 10 9 7 4 2 1]              support: 0
[12 10 8 7 4 2 1]              support: 0
[12 10 9 8 7 4 2 1]            support: 0
[12 10 5 4 2 1]                support: 0
[12 10 9 5 4 2 1]              support: 0
[12 10 8 5 4 2 1]              support: 0
[12 10 9 8 5 4 2 1]            support: 0
[12 10 7 5 4 2 1]              support: 0
[12 10 9 7 5 4 2 1]            support: 0
[12 10 8 7 5 4 2 1]            support: 0
[12 10 9 8 7 5 4 2 1]          support: 0
[12 10 6 4 2 1]                support: 0
[12 10 9 6 4 2 1]              support: 0
[12 10 8 6 4 2 1]              support: 0
[12 10 9 8 6 4 2 1]            support: 0
[12 10 7 6 4 2 1]              support: 0
[12 10 9 7 6 4 2 1]            support: 0
[12 10 8 7 6 4 2 1]            support: 0
[12 10 9 8 7 6 4 2 1]          support: 0
[12 10 5 6 4 2 1]              support: 0
[12 10 9 5 6 4 2 1]            support: 0
[12 10 8 5 6 4 2 1]            support: 0
[12 10 9 8 5 6 4 2 1]          support: 0
[12 10 7 5 6 4 2 1]            support: 0
[12 10 9 7 5 6 4 2 1]          support: 0
[12 10 8 7 5 6 4 2 1]          support: 0
[12 10 9 8 7 5 6 4 2 1]        support: 0
[12 10 11 2 1]                 support: 0
[12 10 9 11 2 1]               support: 0
[12 10 8 11 2 1]               support: 0
[12 10 9 8 11 2 1]             support: 0
[12 10 7 11 2 1]               support: 0
[12 10 9 7 11 2 1]             support: 0
[12 10 8 7 11 2 1]             support: 0
[12 10 9 8 7 11 2 1]           support: 0
[12 10 5 11 2 1]               support: 0
[12 10 9 5 11 2 1]             support: 0
[12 10 8 5 11 2 1]             support: 0
[12 10 9 8 5 11 2 1]           support: 0
[12 10 7 5 11 2 1]             support: 0
[12 10 9 7 5 11 2 1]           support: 0
[12 10 8 7 5 11 2 1]           support: 0
[12 10 9 8 7 5 11 2 1]         support: 0
[12 10 6 11 2 1]               support: 0
[12 10 9 6 11 2 1]             support: 0
[12 10 8 6 11 2 1]             support: 0
[12 10 9 8 6 11 2 1]           support: 0
[12 10 7 6 11 2 1]             support: 0
[12 10 9 7 6 11 2 1]           support: 0
[12 10 8 7 6 11 2 1]           support: 0
[12 10 9 8 7 6 11 2 1]         support: 0
[12 10 5 6 11 2 1]             support: 0
[12 10 9 5 6 11 2 1]           support: 0
[12 10 8 5 6 11 2 1]           support: 0
[12 10 9 8 5 6 11 2 1]         support: 0
[12 10 7 5 6 11 2 1]           support: 0
[12 10 9 7 5 6 11 2 1]         support: 0
[12 10 8 7 5 6 11 2 1]         support: 0
[12 10 9 8 7 5 6 11 2 1]       support: 0
[12 10 4 11 2 1]               support: 0
[12 10 9 4 11 2 1]             support: 0
[12 10 8 4 11 2 1]             support: 0
[12 10 9 8 4 11 2 1]           support: 0
[12 10 7 4 11 2 1]             support: 0
[12 10 9 7 4 11 2 1]           support: 0
[12 10 8 7 4 11 2 1]           support: 0
[12 10 9 8 7 4 11 2 1]         support: 0
[12 10 5 4 11 2 1]             support: 0
[12 10 9 5 4 11 2 1]           support: 0
[12 10 8 5 4 11 2 1]           support: 0
[12 10 9 8 5 4 11 2 1]         support: 0
[12 10 7 5 4 11 2 1]           support: 0
[12 10 9 7 5 4 11 2 1]         support: 0
[12 10 8 7 5 4 11 2 1]         support: 0
[12 10 9 8 7 5 4 11 2 1]       support: 0
[12 10 6 4 11 2 1]             support: 0
[12 10 9 6 4 11 2 1]           support: 0
[12 10 8 6 4 11 2 1]           support: 0
[12 10 9 8 6 4 11 2 1]         support: 0
[12 10 7 6 4 11 2 1]           support: 0
[12 10 9 7 6 4 11 2 1]         support: 0
[12 10 8 7 6 4 11 2 1]         support: 0
[12 10 9 8 7 6 4 11 2 1]       support: 0
[12 10 5 6 4 11 2 1]           support: 0
[12 10 9 5 6 4 11 2 1]         support: 0
[12 10 8 5 6 4 11 2 1]         support: 0
[12 10 9 8 5 6 4 11 2 1]       support: 0
[12 10 7 5 6 4 11 2 1]         support: 0
[12 10 9 7 5 6 4 11 2 1]       support: 0
[12 10 8 7 5 6 4 11 2 1]       support: 0
[12 10 9 8 7 5 6 4 11 2 1]     support: 0
[12 10 3 2 1]                  support: 0
[12 10 9 3 2 1]                support: 0
[12 10 8 3 2 1]                support: 0
[12 10 9 8 3 2 1]              support: 0
[12 10 7 3 2 1]                support: 0
[12 10 9 7 3 2 1]              support: 0
[12 10 8 7 3 2 1]              support: 0
[12 10 9 8 7 3 2 1]            support: 0
[12 10 5 3 2 1]                support: 0
[12 10 9 5 3 2 1]              support: 0
[12 10 8 5 3 2 1]              support: 0
[12 10 9 8 5 3 2 1]            support: 0
[12 10 7 5 3 2 1]              support: 0
[12 10 9 7 5 3 2 1]            support: 0
[12 10 8 7 5 3 2 1]            support: 0
[12 10 9 8 7 5 3 2 1]          support: 0
[12 10 6 3 2 1]                support: 0
[12 10 9 6 3 2 1]              support: 0
[12 10 8 6 3 2 1]              support: 0
[12 10 9 8 6 3 2 1]            support: 0
[12 10 7 6 3 2 1]              support: 0
[12 10 9 7 6 3 2 1]            support: 0
[12 10 8 7 6 3 2 1]            support: 0
[12 10 9 8 7 6 3 2 1]          support: 0
[12 10 5 6 3 2 1]              support: 0
[12 10 9 5 6 3 2 1]            support: 0
[12 10 8 5 6 3 2 1]            support: 0
[12 10 9 8 5 6 3 2 1]          support: 0
[12 10 7 5 6 3 2 1]            support: 0
[12 10 9 7 5 6 3 2 1]          support: 0
[12 10 8 7 5 6 3 2 1]          support: 0
[12 10 9 8 7 5 6 3 2 1]        support: 0
[12 10 4 3 2 1]                support: 0
[12 10 9 4 3 2 1]              support: 0
[12 10 8 4 3 2 1]              support: 0
[12 10 9 8 4 3 2 1]            support: 0
[12 10 7 4 3 2 1]              support: 0
[12 10 9 7 4 3 2 1]            support: 0
[12 10 8 7 4 3 2 1]            support: 0
[12 10 9 8 7 4 3 2 1]          support: 0
[12 10 5 4 3 2 1]              support: 0
[12 10 9 5 4 3 2 1]            support: 0
[12 10 8 5 4 3 2 1]            support: 0
[12 10 9 8 5 4 3 2 1]          support: 0
[12 10 7 5 4 3 2 1]            support: 0
[12 10 9 7 5 4 3 2 1]          support: 0
[12 10 8 7 5 4 3 2 1]          support: 0
[12 10 9 8 7 5 4 3 2 1]        support: 0
[12 10 6 4 3 2 1]              support: 0
[12 10 9 6 4 3 2 1]            support: 0
[12 10 8 6 4 3 2 1]            support: 0
[12 10 9 8 6 4 3 2 1]          support: 0
[12 10 7 6 4 3 2 1]            support: 0
[12 10 9 7 6 4 3 2 1]          support: 0
[12 10 8 7 6 4 3 2 1]          support: 0
[12 10 9 8 7 6 4 3 2 1]        support: 0
[12 10 5 6 4 3 2 1]            support: 0
[12 10 9 5 6 4 3 2 1]          support: 0
[12 10 8 5 6 4 3 2 1]          support: 0
[12 10 9 8 5 6 4 3 2 1]        support: 0
[12 10 7 5 6 4 3 2 1]          support: 0
[12 10 9 7 5 6 4 3 2 1]        support: 0
[12 10 8 7 5 6 4 3 2 1]        support: 0
[12 10 9 8 7 5 6 4 3 2 1]      support: 0
[12 10 11 3 2 1]               support: 0
[12 10 9 11 3 2 1]             support: 0
[12 10 8 11 3 2 1]             support: 0
[12 10 9 8 11 3 2 1]           support: 0
[12 10 7 11 3 2 1]             support: 0
[12 10 9 7 11 3 2 1]           support: 0
[12 10 8 7 11 3 2 1]           support: 0
[12 10 9 8 7 11 3 2 1]         support: 0
[12 10 5 11 3 2 1]             support: 0
[12 10 9 5 11 3 2 1]           support: 0
[12 10 8 5 11 3 2 1]           support: 0
[12 10 9 8 5 11 3 2 1]         support: 0
[12 10 7 5 11 3 2 1]           support: 0
[12 10 9 7 5 11 3 2 1]         support: 0
[12 10 8 7 5 11 3 2 1]         support: 0
[12 10 9 8 7 5 11 3 2 1]       support: 0
[12 10 6 11 3 2 1]             support: 0
[12 10 9 6 11 3 2 1]           support: 0
[12 10 8 6 11 3 2 1]           support: 0
[12 10 9 8 6 11 3 2 1]         support: 0
[12 10 7 6 11 3 2 1]           support: 0
[12 10 9 7 6 11 3 2 1]         support: 0
[12 10 8 7 6 11 3 2 1]         support: 0
[12 10 9 8 7 6 11 3 2 1]       support: 0
[12 10 5 6 11 3 2 1]           support: 0
[12 10 9 5 6 11 3 2 1]         support: 0
[12 10 8 5 6 11 3 2 1]         support: 0
[12 10 9 8 5 6 11 3 2 1]       support: 0
[12 10 7 5 6 11 3 2 1]         support: 0
[12 10 9 7 5 6 11 3 2 1]       support: 0
[12 10 8 7 5 6 11 3 2 1]       support: 0
[12 10 9 8 7 5 6 11 3 2 1]     support: 0
[12 10 4 11 3 2 1]             support: 0
[12 10 9 4 11 3 2 1]           support: 0
[12 10 8 4 11 3 2 1]           support: 0
[12 10 9 8 4 11 3 2 1]         support: 0
[12 10 7 4 11 3 2 1]           support: 0
[12 10 9 7 4 11 3 2 1]         support: 0
[12 10 8 7 4 11 3 2 1]         support: 0
[12 10 9 8 7 4 11 3 2 1]       support: 0
[12 10 5 4 11 3 2 1]           support: 0
[12 10 9 5 4 11 3 2 1]         support: 0
[12 10 8 5 4 11 3 2 1]         support: 0
[12 10 9 8 5 4 11 3 2 1]       support: 0
[12 10 7 5 4 11 3 2 1]         support: 0
[12 10 9 7 5 4 11 3 2 1]       support: 0
[12 10 8 7 5 4 11 3 2 1]       support: 0
[12 10 9 8 7 5 4 11 3 2 1]     support: 0
[12 10 6 4 11 3 2 1]           support: 0
[12 10 9 6 4 11 3 2 1]         support: 0
[12 10 8 6 4 11 3 2 1]         support: 0
[12 10 9 8 6 4 11 3 2 1]       support: 0
[12 10 7 6 4 11 3 2 1]         support: 0
[12 10 9 7 6 4 11 3 2 1]       support: 0
[12 10 8 7 6 4 11 3 2 1]       support: 0
[12 10 9 8 7 6 4 11 3 2 1]     support: 0
[12 10 5 6 4 11 3 2 1]         support: 0
[12 10 9 5 6 4 11 3 2 1]       support: 0
[12 10 8 5 6 4 11 3 2 1]       support: 0
[12 10 9 8 5 6 4 11 3 2 1]     support: 0
[12 10 7 5 6 4 11 3 2 1]       support: 0
[12 10 9 7 5 6 4 11 3 2 1]     support: 0
[12 10 8 7 5 6 4 11 3 2 1]     support: 0
[12 10 9 8 7 5 6 4 11 3 2 1]   support: 0
[12 8]                         support: 0
[12 8 9]                       support: 0
[12 8 7]                       support: 0
[12 8 9 7]                     support: 0
[12 8 5]                       support: 0
[12 8 9 5]                     support: 0
[12 8 7 5]                     support: 0
[12 8 9 7 5]                   support: 0
[12 8 6]                       support: 0
[12 8 9 6]                     support: 0
[12 8 7 6]                     support: 0
[12 8 9 7 6]                   support: 0
[12 8 5 6]                     support: 0
[12 8 9 5 6]                   support: 0
[12 8 7 5 6]                   support: 0
[12 8 9 7 5 6]                 support: 0
[12 8 4]                       support: 0
[12 8 9 4]                     support: 0
[12 8 7 4]                     support: 0
[12 8 9 7 4]                   support: 0
[12 8 5 4]                     support: 0
[12 8 9 5 4]                   support: 0
[12 8 7 5 4]                   support: 0
[12 8 9 7 5 4]                 support: 0
[12 8 6 4]                     support: 0
[12 8 9 6 4]                   support: 0
[12 8 7 6 4]                   support: 0
[12 8 9 7 6 4]                 support: 0
[12 8 5 6 4]                   support: 0
[12 8 9 5 6 4]                 support: 0
[12 8 7 5 6 4]                 support: 0
[12 8 9 7 5 6 4]               support: 0
[12 8 11]                      support: 0
[12 8 9 11]                    support: 0
[12 8 7 11]                    support: 0
[12 8 9 7 11]                  support: 0
[12 8 5 11]                    support: 0
[12 8 9 5 11]                  support: 0
[12 8 7 5 11]                  support: 0
[12 8 9 7 5 11]                support: 0
[12 8 6 11]                    support: 0
[12 8 9 6 11]                  support: 0
[12 8 7 6 11]                  support: 0
[12 8 9 7 6 11]                support: 0
[12 8 5 6 11]                  support: 0
[12 8 9 5 6 11]                support: 0
[12 8 7 5 6 11]                support: 0
[12 8 9 7 5 6 11]              support: 0
[12 8 4 11]                    support: 0
[12 8 9 4 11]                  support: 0
[12 8 7 4 11]                  support: 0
[12 8 9 7 4 11]                support: 0
[12 8 5 4 11]                  support: 0
[12 8 9 5 4 11]                support: 0
[12 8 7 5 4 11]                support: 0
[12 8 9 7 5 4 11]              support: 0
[12 8 6 4 11]                  support: 0
[12 8 9 6 4 11]                support: 0
[12 8 7 6 4 11]                support: 0
[12 8 9 7 6 4 11]              support: 0
[12 8 5 6 4 11]                support: 0
[12 8 9 5 6 4 11]              support: 0
[12 8 7 5 6 4 11]              support: 0
[12 8 9 7 5 6 4 11]            support: 0
[12 8 3]                       support: 0
[12 8 9 3]                     support: 0
[12 8 7 3]                     support: 0
[12 8 9 7 3]                   support: 0
[12 8 5 3]                     support: 0
[12 8 9 5 3]                   support: 0
[12 8 7 5 3]                   support: 0
[12 8 9 7 5 3]                 support: 0
[12 8 6 3]                     support: 0
[12 8 9 6 3]                   support: 0
[12 8 7 6 3]                   support: 0
[12 8 9 7 6 3]                 support: 0
[12 8 5 6 3]                   support: 0
[12 8 9 5 6 3]                 support: 0
[12 8 7 5 6 3]                 support: 0
[12 8 9 7 5 6 3]               support: 0
[12 8 4 3]                     support: 0
[12 8 9 4 3]                   support: 0
[12 8 7 4 3]                   support: 0
[12 8 9 7 4 3]                 support: 0
[12 8 5 4 3]                   support: 0
[12 8 9 5 4 3]                 support: 0
[12 8 7 5 4 3]                 support: 0
[12 8 9 7 5 4 3]               support: 0
[12 8 6 4 3]                   support: 0
[12 8 9 6 4 3]                 support: 0
[12 8 7 6 4 3]                 support: 0
[12 8 9 7 6 4 3]               support: 0
[12 8 5 6 4 3]                 support: 0
[12 8 9 5 6 4 3]               support: 0
[12 8 7 5 6 4 3]               support: 0
[12 8 9 7 5 6 4 3]             support: 0
[12 8 11 3]                    support: 0
[12 8 9 11 3]                  support: 0
[12 8 7 11 3]                  support: 0
[12 8 9 7 11 3]                support: 0
[12 8 5 11 3]                  support: 0
[12 8 9 5 11 3]                support: 0
[12 8 7 5 11 3]                support: 0
[12 8 9 7 5 11 3]              support: 0
[12 8 6 11 3]                  support: 0
[12 8 9 6 11 3]                support: 0
[12 8 7 6 11 3]                support: 0
[12 8 9 7 6 11 3]              support: 0
[12 8 5 6 11 3]                support: 0
[12 8 9 5 6 11 3]              support: 0
[12 8 7 5 6 11 3]              support: 0
[12 8 9 7 5 6 11 3]            support: 0
[12 8 4 11 3]                  support: 0
[12 8 9 4 11 3]                support: 0
[12 8 7 4 11 3]                support: 0
[12 8 9 7 4 11 3]              support: 0
[12 8 5 4 11 3]                support: 0
[12 8 9 5 4 11 3]              support: 0
[12 8 7 5 4 11 3]              support: 0
[12 8 9 7 5 4 11 3]            support: 0
[12 8 6 4 11 3]                support: 0
[12 8 9 6 4 11 3]              support: 0
[12 8 7 6 4 11 3]              support: 0
[12 8 9 7 6 4 11 3]            support: 0
[12 8 5 6 4 11 3]              support: 0
[12 8 9 5 6 4 11 3]            support: 0
[12 8 7 5 6 4 11 3]            support: 0
[12 8 9 7 5 6 4 11 3]          support: 0
[12 8 2]                       support: 0
[12 8 9 2]                     support: 0
[12 8 7 2]                     support: 0
[12 8 9 7 2]                   support: 0
[12 8 5 2]                     support: 0
[12 8 9 5 2]                   support: 0
[12 8 7 5 2]                   support: 0
[12 8 9 7 5 2]                 support: 0
[12 8 6 2]                     support: 0
[12 8 9 6 2]                   support: 0
[12 8 7 6 2]                   support: 0
[12 8 9 7 6 2]                 support: 0
[12 8 5 6 2]                   support: 0
[12 8 9 5 6 2]                 support: 0
[12 8 7 5 6 2]                 support: 0
[12 8 9 7 5 6 2]               support: 0
[12 8 4 2]                     support: 0
[12 8 9 4 2]                   support: 0
[12 8 7 4 2]                   support: 0
[12 8 9 7 4 2]                 support: 0
[12 8 5 4 2]                   support: 0
[12 8 9 5 4 2]                 support: 0
[12 8 7 5 4 2]                 support: 0
[12 8 9 7 5 4 2]               support: 0
[12 8 6 4 2]                   support: 0
